-0.728;1.116;0.71;False
-0.728;1.116;0.71;True
-0.228;1.616;1.21;False
-0.228;1.616;0.21;False
-0.228;0.6160001;1.21;False
-0.228;0.6160001;0.21;False
-1.228;1.616;1.21;False
-1.228;1.616;0.21;True
-1.228;0.6160001;1.21;False
-1.228;0.6160001;0.21;False
0.02200001;1.866;1.46;False
0.02200001;1.866;0.96;False
0.02200001;1.366;1.46;False
0.02200001;1.366;0.96;False
-0.478;1.866;1.46;False
-0.478;1.866;0.96;True
-0.478;1.366;1.46;False
-0.478;1.366;0.96;True
0.02200001;1.866;0.46;False
0.02200001;1.866;-0.04000002;False
0.02200001;1.366;0.46;True
0.02200001;1.366;-0.04000002;False
-0.478;1.866;0.46;True
-0.478;1.866;-0.04000002;False
-0.478;1.366;0.46;True
-0.478;1.366;-0.04000002;True
0.02200001;0.8660001;1.46;False
0.02200001;0.8660001;0.96;False
0.02200001;0.3660001;1.46;False
0.02200001;0.3660001;0.96;False
-0.478;0.8660001;1.46;False
-0.478;0.8660001;0.96;False
-0.478;0.3660001;1.46;False
-0.478;0.3660001;0.96;False
0.02200001;0.8660001;0.46;False
0.02200001;0.8660001;-0.04000002;False
0.02200001;0.3660001;0.46;False
0.02200001;0.3660001;-0.04000002;False
-0.478;0.8660001;0.46;False
-0.478;0.8660001;-0.04000002;False
-0.478;0.3660001;0.46;False
-0.478;0.3660001;-0.04000002;False
-0.9779999;1.866;1.46;False
-0.9779999;1.866;0.96;False
-0.9779999;1.366;1.46;False
-0.9779999;1.366;0.96;True
-1.478;1.866;1.46;False
-1.478;1.866;0.96;False
-1.478;1.366;1.46;False
-1.478;1.366;0.96;False
-0.9779999;1.866;0.46;True
-0.9779999;1.866;-0.04000002;False
-0.9779999;1.366;0.46;True
-0.9779999;1.366;-0.04000002;True
-1.478;1.866;0.46;False
-1.478;1.866;-0.04000002;False
-1.478;1.366;0.46;False
-1.478;1.366;-0.04000002;False
-0.9779999;0.8660001;1.46;False
-0.9779999;0.8660001;0.96;True
-0.9779999;0.3660001;1.46;False
-0.9779999;0.3660001;0.96;False
-1.478;0.8660001;1.46;False
-1.478;0.8660001;0.96;False
-1.478;0.3660001;1.46;False
-1.478;0.3660001;0.96;False
-0.9779999;0.8660001;0.46;True
-0.9779999;0.8660001;-0.04000002;True
-0.9779999;0.3660001;0.46;False
-0.9779999;0.3660001;-0.04000002;False
-1.478;0.8660001;0.46;False
-1.478;0.8660001;-0.04000002;False
-1.478;0.3660001;0.46;False
-1.478;0.3660001;-0.04000002;False
0.147;1.991;1.585;False
0.147;1.991;1.335;False
0.147;1.741;1.585;False
0.147;1.741;1.335;False
-0.103;1.991;1.585;False
-0.103;1.991;1.335;False
-0.103;1.741;1.585;False
-0.103;1.741;1.335;False
0.147;1.991;1.085;False
0.147;1.991;0.835;False
0.147;1.741;1.085;False
0.147;1.741;0.835;False
-0.103;1.991;1.085;False
-0.103;1.991;0.835;False
-0.103;1.741;1.085;False
-0.103;1.741;0.835;False
0.147;1.491;1.585;False
0.147;1.491;1.335;False
0.147;1.241;1.585;False
0.147;1.241;1.335;False
-0.103;1.491;1.585;False
-0.103;1.491;1.335;False
-0.103;1.241;1.585;False
-0.103;1.241;1.335;False
0.147;1.491;1.085;False
0.147;1.491;0.835;False
0.147;1.241;1.085;False
0.147;1.241;0.835;False
-0.103;1.491;1.085;False
-0.103;1.491;0.835;True
-0.103;1.241;1.085;False
-0.103;1.241;0.835;True
-0.353;1.991;1.585;False
-0.353;1.991;1.335;False
-0.353;1.741;1.585;False
-0.353;1.741;1.335;False
-0.603;1.991;1.585;False
-0.603;1.991;1.335;False
-0.603;1.741;1.585;False
-0.603;1.741;1.335;False
-0.353;1.991;1.085;False
-0.353;1.991;0.835;False
-0.353;1.741;1.085;True
-0.353;1.741;0.835;True
-0.603;1.991;1.085;False
-0.603;1.991;0.835;True
-0.603;1.741;1.085;True
-0.603;1.741;0.835;True
-0.353;1.491;1.585;False
-0.353;1.491;1.335;False
-0.353;1.241;1.585;False
-0.353;1.241;1.335;False
-0.603;1.491;1.585;False
-0.603;1.491;1.335;False
-0.603;1.241;1.585;False
-0.603;1.241;1.335;False
-0.353;1.491;1.085;True
-0.353;1.491;0.835;True
-0.353;1.241;1.085;True
-0.353;1.241;0.835;True
-0.603;1.491;1.085;True
-0.603;1.491;0.835;True
-0.603;1.241;1.085;True
-0.603;1.241;0.835;True
0.147;1.991;0.585;False
0.147;1.991;0.335;False
0.147;1.741;0.585;False
0.147;1.741;0.335;False
-0.103;1.991;0.585;False
-0.103;1.991;0.335;False
-0.103;1.741;0.585;True
-0.103;1.741;0.335;False
0.147;1.991;0.08499998;False
0.147;1.991;-0.165;False
0.147;1.741;0.08499998;False
0.147;1.741;-0.165;False
-0.103;1.991;0.08499998;False
-0.103;1.991;-0.165;False
-0.103;1.741;0.08499998;False
-0.103;1.741;-0.165;False
0.147;1.491;0.585;False
0.147;1.491;0.335;False
0.147;1.241;0.585;True
0.147;1.241;0.335;False
-0.103;1.491;0.585;True
-0.103;1.491;0.335;True
-0.103;1.241;0.585;True
-0.103;1.241;0.335;True
0.147;1.491;0.08499998;False
0.147;1.491;-0.165;False
0.147;1.241;0.08499998;False
0.147;1.241;-0.165;False
-0.103;1.491;0.08499998;True
-0.103;1.491;-0.165;False
-0.103;1.241;0.08499998;True
-0.103;1.241;-0.165;False
-0.353;1.991;0.585;True
-0.353;1.991;0.335;True
-0.353;1.741;0.585;True
-0.353;1.741;0.335;True
-0.603;1.991;0.585;True
-0.603;1.991;0.335;True
-0.603;1.741;0.585;True
-0.603;1.741;0.335;True
-0.353;1.991;0.08499998;False
-0.353;1.991;-0.165;False
-0.353;1.741;0.08499998;True
-0.353;1.741;-0.165;False
-0.603;1.991;0.08499998;False
-0.603;1.991;-0.165;False
-0.603;1.741;0.08499998;True
-0.603;1.741;-0.165;False
-0.353;1.491;0.585;True
-0.353;1.491;0.335;False
-0.353;1.241;0.585;True
-0.353;1.241;0.335;False
-0.603;1.491;0.585;True
-0.603;1.491;0.335;True
-0.603;1.241;0.585;False
-0.603;1.241;0.335;False
-0.353;1.491;0.08499998;True
-0.353;1.491;-0.165;True
-0.353;1.241;0.08499998;False
-0.353;1.241;-0.165;True
-0.603;1.491;0.08499998;True
-0.603;1.491;-0.165;True
-0.603;1.241;0.08499998;False
-0.603;1.241;-0.165;True
0.147;0.9910001;1.585;False
0.147;0.9910001;1.335;False
0.147;0.7410001;1.585;False
0.147;0.7410001;1.335;False
-0.103;0.9910001;1.585;False
-0.103;0.9910001;1.335;False
-0.103;0.7410001;1.585;False
-0.103;0.7410001;1.335;False
0.147;0.9910001;1.085;False
0.147;0.9910001;0.835;False
0.147;0.7410001;1.085;False
0.147;0.7410001;0.835;False
-0.103;0.9910001;1.085;False
-0.103;0.9910001;0.835;False
-0.103;0.7410001;1.085;False
-0.103;0.7410001;0.835;True
0.147;0.4910001;1.585;False
0.147;0.4910001;1.335;False
0.147;0.2410001;1.585;False
0.147;0.2410001;1.335;False
-0.103;0.4910001;1.585;False
-0.103;0.4910001;1.335;False
-0.103;0.2410001;1.585;False
-0.103;0.2410001;1.335;False
0.147;0.4910001;1.085;False
0.147;0.4910001;0.835;False
0.147;0.2410001;1.085;False
0.147;0.2410001;0.835;False
-0.103;0.4910001;1.085;False
-0.103;0.4910001;0.835;False
-0.103;0.2410001;1.085;False
-0.103;0.2410001;0.835;False
-0.353;0.9910001;1.585;False
-0.353;0.9910001;1.335;False
-0.353;0.7410001;1.585;False
-0.353;0.7410001;1.335;False
-0.603;0.9910001;1.585;False
-0.603;0.9910001;1.335;True
-0.603;0.7410001;1.585;False
-0.603;0.7410001;1.335;False
-0.353;0.9910001;1.085;True
-0.353;0.9910001;0.835;False
-0.353;0.7410001;1.085;False
-0.353;0.7410001;0.835;False
-0.603;0.9910001;1.085;False
-0.603;0.9910001;0.835;False
-0.603;0.7410001;1.085;False
-0.603;0.7410001;0.835;False
-0.353;0.4910001;1.585;False
-0.353;0.4910001;1.335;False
-0.353;0.2410001;1.585;False
-0.353;0.2410001;1.335;False
-0.603;0.4910001;1.585;False
-0.603;0.4910001;1.335;False
-0.603;0.2410001;1.585;False
-0.603;0.2410001;1.335;False
-0.353;0.4910001;1.085;False
-0.353;0.4910001;0.835;False
-0.353;0.2410001;1.085;False
-0.353;0.2410001;0.835;False
-0.603;0.4910001;1.085;False
-0.603;0.4910001;0.835;False
-0.603;0.2410001;1.085;False
-0.603;0.2410001;0.835;False
0.147;0.9910001;0.585;True
0.147;0.9910001;0.335;False
0.147;0.7410001;0.585;False
0.147;0.7410001;0.335;False
-0.103;0.9910001;0.585;True
-0.103;0.9910001;0.335;True
-0.103;0.7410001;0.585;False
-0.103;0.7410001;0.335;False
0.147;0.9910001;0.08499998;False
0.147;0.9910001;-0.165;False
0.147;0.7410001;0.08499998;False
0.147;0.7410001;-0.165;False
-0.103;0.9910001;0.08499998;True
-0.103;0.9910001;-0.165;False
-0.103;0.7410001;0.08499998;False
-0.103;0.7410001;-0.165;False
0.147;0.4910001;0.585;False
0.147;0.4910001;0.335;False
0.147;0.2410001;0.585;False
0.147;0.2410001;0.335;False
-0.103;0.4910001;0.585;False
-0.103;0.4910001;0.335;False
-0.103;0.2410001;0.585;False
-0.103;0.2410001;0.335;False
