-0.728;1.116;0.71;False;0.2407986;0
-0.728;1.116;0.71;True;0.001468577;0.7062846
-0.228;1.616;1.21;False;0.07729071;0
-0.228;1.616;0.21;False;0.2104975;0
-0.228;0.6160001;1.21;False;0.1855015;0
-0.228;0.6160001;0.21;False;0.04685974;0
-1.228;1.616;1.21;False;0.1294947;0
-1.228;1.616;0.21;True;0.001827453;0.6345094
-1.228;0.6160001;1.21;False;0.1518425;0
-1.228;0.6160001;0.21;False;0.09998374;0
0.02200001;1.866;1.46;False;0.5253863;0
0.02200001;1.866;0.96;False;0.2393053;0
0.02200001;1.366;1.46;False;0.3567841;0
0.02200001;1.366;0.96;False;0.05178121;0
-0.478;1.866;1.46;False;0.3575339;0
-0.478;1.866;0.96;False;0.06579146;0
-0.478;1.366;1.46;False;0.1614925;0
-0.478;1.366;0.96;False;0.02539934;0
0.02200001;1.866;0.46;False;0.1269127;0
0.02200001;1.866;-0.04000002;False;0.4633752;0
0.02200001;1.366;0.46;True;0.0002790815;0.9441837
0.02200001;1.366;-0.04000002;False;0.4633836;0
-0.478;1.866;0.46;True;0.001108812;0.7782376
-0.478;1.866;-0.04000002;False;0.4688988;0
-0.478;1.366;0.46;True;0.003113837;0.3772326
-0.478;1.366;-0.04000002;False;0.04444544;0
0.02200001;0.8660001;1.46;False;0.3780186;0
0.02200001;0.8660001;0.96;False;0.07020674;0
0.02200001;0.3660001;1.46;False;0.5745941;0
0.02200001;0.3660001;0.96;False;0.294429;0
-0.478;0.8660001;1.46;False;0.1887467;0
-0.478;0.8660001;0.96;False;0.1858198;0
-0.478;0.3660001;1.46;False;0.4155295;0
-0.478;0.3660001;0.96;False;0.2071642;0
0.02200001;0.8660001;0.46;False;0.01058461;0
0.02200001;0.8660001;-0.04000002;False;0.1324337;0
0.02200001;0.3660001;0.46;False;0.1385621;0
0.02200001;0.3660001;-0.04000002;False;0.2217947;0
-0.478;0.8660001;0.46;True;0.0005989993;0.8802001
-0.478;0.8660001;-0.04000002;False;0.4855672;0
-0.478;0.3660001;0.46;False;0.01815411;0
-0.478;0.3660001;-0.04000002;False;0.4611566;0
-0.9779999;1.866;1.46;False;0.3028885;0
-0.9779999;1.866;0.96;True;0.0007566477;0.8486705
-0.9779999;1.366;1.46;False;0.1410135;0
-0.9779999;1.366;0.96;True;0.0001514843;0.9697031
-1.478;1.866;1.46;False;0.4879063;0
-1.478;1.866;0.96;False;0.1942311;0
-1.478;1.366;1.46;False;0.3462944;0
-1.478;1.366;0.96;False;0.03167361;0
-0.9779999;1.866;0.46;True;0.0006653306;0.8669339
-0.9779999;1.866;-0.04000002;False;0.02039923;0
-0.9779999;1.366;0.46;False;0.06325621;0
-0.9779999;1.366;-0.04000002;False;0.05156994;0
-1.478;1.866;0.46;False;0.1279119;0
-1.478;1.866;-0.04000002;False;0.2807508;0
-1.478;1.366;0.46;True;0.0006974156;0.8605168
-1.478;1.366;-0.04000002;False;0.1066689;0
-0.9779999;0.8660001;1.46;False;0.1743715;0
-0.9779999;0.8660001;0.96;False;0.2237427;0
-0.9779999;0.3660001;1.46;False;0.3886908;0
-0.9779999;0.3660001;0.96;False;0.1093654;0
-1.478;0.8660001;1.46;False;0.3769131;0
-1.478;0.8660001;0.96;False;0.06642815;0
-1.478;0.3660001;1.46;False;0.564551;0
-1.478;0.3660001;0.96;False;0.2870851;0
-0.9779999;0.8660001;0.46;True;3.934115E-05;0.9921318
-0.9779999;0.8660001;-0.04000002;True;0.0003782967;0.9243407
-0.9779999;0.3660001;0.46;False;0.1177866;0
-0.9779999;0.3660001;-0.04000002;False;0.1993284;0
-1.478;0.8660001;0.46;False;0.01477944;0
-1.478;0.8660001;-0.04000002;False;0.1438525;0
-1.478;0.3660001;0.46;False;0.135704;0
-1.478;0.3660001;-0.04000002;False;0.224941;0
0.147;1.991;1.585;False;0.7304113;0
0.147;1.991;1.335;False;0.5645549;0
0.147;1.741;1.585;False;0.6215097;0
0.147;1.741;1.335;False;0.4452647;0
-0.103;1.991;1.585;False;0.6192403;0
-0.103;1.991;1.335;False;0.4435753;0
-0.103;1.741;1.585;False;0.5021397;0
-0.103;1.741;1.335;False;0.3138324;0
0.147;1.991;1.085;False;0.42761;0
0.147;1.991;0.835;False;0.3298643;0
0.147;1.741;1.085;False;0.2999783;0
0.147;1.741;0.835;False;0.198433;0
-0.103;1.991;1.085;False;0.3003024;0
-0.103;1.991;0.835;False;0.2008488;0
-0.103;1.741;1.085;False;0.1651371;0
-0.103;1.741;0.835;False;0.07436194;0
0.147;1.491;1.585;False;0.5474393;0
0.147;1.491;1.335;False;0.3629373;0
0.147;1.241;1.585;False;0.5110765;0
0.147;1.241;1.335;False;0.3225403;0
-0.103;1.491;1.585;False;0.4213801;0
-0.103;1.491;1.335;False;0.2219485;0
-0.103;1.241;1.585;False;0.3819913;0
-0.103;1.241;1.335;False;0.1750937;0
0.147;1.491;1.085;False;0.2115055;0
0.147;1.491;0.835;False;0.1103352;0
0.147;1.241;1.085;False;0.1680986;0
0.147;1.241;0.835;False;0.06842495;0
-0.103;1.491;1.085;False;0.07246804;0
-0.103;1.491;0.835;False;0.01318428;0
-0.103;1.241;1.085;False;0.01943268;0
-0.103;1.241;0.835;True;0.0007796758;0.8440648
-0.353;1.991;1.585;False;0.5415542;0
-0.353;1.991;1.335;False;0.3605033;0
-0.353;1.741;1.585;False;0.417884;0
